"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2019-09-18","88.4","-2.4372","5.8926","Eduardo Escobar",500871,645261,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out, second baseman Isan Diaz to first baseman Neil Walker.  ","R","L","R","ARI","MIA","X",4,"ground_ball",1,2,2019,"0.2868","-0.1327","-0.2973","1.7480","null","null","null",1,1,"Bot","152.86","153.21",,,595751,,"190918_195004","4.5798","-128.5864","-3.7307","2.1993","25.8349","-33.1074","3.1913","1.4700","8","86.1","-13.4","87.5690","2569","5.7170",564907,645261,595751,435522,656371,516770,500743,621573,642423,623912,"54.7827","0.105","0.085","0.00",1,0,0,2,6,"4","Slider",1,0,1,0,0,1,1,0,"Strategic","Strategic"
"SL","2019-09-17","89.3","-3.2796","5.5715","Eduardo Escobar",500871,456051,"field_out","hit_into_play",,,,,9,"Eduardo Escobar lines out to center fielder Magneuris Sierra.  ","R","L","R","ARI","MIA","X",8,"line_drive",0,1,2019,"-0.2462","0.8892","0.3652","1.8647","null",668942,"null",0,9,"Bot","126.33","64.52",,,592407,,"190918_052414","9.4113","-129.6484","-4.9199","-4.6280","25.8301","-21.4709","3.0500","1.4300","318","85.9","27.5","88.8230","2108","6.0140",564906,456051,592407,445988,656371,542932,500743,621573,642423,621446,"54.4852","0.075","0.099","0.00",1,0,0,3,89,"2","Slider",6,12,6,12,12,6,6,12,"Standard","Standard"
"FF","2019-09-17","97.7","-0.6199","6.5811","Eduardo Escobar",500871,592773,"single","hit_into_play_no_out",,,,,14,"Eduardo Escobar singles on a line drive to right fielder Lewis Brinson.   Josh Rojas to 3rd.  ","R","L","R","ARI","MIA","X",9,"line_drive",1,0,2019,"-0.8582","1.5632","0.1821","1.2649","null","null",668942,1,7,"Bot","167.69","142.28",,,592407,,"190918_043617","4.0549","-141.7197","-12.1867","-12.2993","32.3507","-8.9133","3.0500","1.4300","170","85.7","13.1","96.6700","2463","5.8740",564906,592773,592407,445988,656371,516770,500743,621573,542932,621446,"54.6252","0.860","0.776","0.90",1,1,0,4,69,"2","4-Seam Fastball",4,10,4,10,10,4,4,10,"Standard","Standard"
"SL","2019-09-17","85.7","1.8615","6.3089","Eduardo Escobar",500871,592761,"double","hit_into_play_score",,,,,7,"Eduardo Escobar doubles (28) on a fly ball to center fielder Jon Berti, deflected by right fielder Lewis Brinson.   Josh Rojas scores.  ","R","R","L","ARI","MIA","X",9,"fly_ball",1,0,2019,"-0.5104","0.9711","-0.3597","1.8914","null",668942,"null",1,5,"Bot","162.24","133.21",,,592407,,"190918_032927","-4.1479","-124.4068","-5.8287","-4.1963","24.8753","-21.7397","3.0500","1.4300","181","73.9","56.2","83.2560","2366","4.7960",564906,592761,592407,445988,656371,516770,500743,621573,542932,621446,"55.7033","0.052","0.061","1.25",1,1,1,3,44,"2","Slider",2,2,2,2,2,2,2,2,"Standard","Standard"
"SL","2019-09-17","83.3","1.9973","6.2475","Eduardo Escobar",500871,592761,"strikeout","foul_tip",,,,,3,"Eduardo Escobar strikes out on a foul tip.  ","R","R","L","ARI","MIA","S",2,"null",2,2,2019,"-0.2818","0.3751","0.7757","2.8478","null","null",606466,1,3,"Bot","null","null",,,592407,,"190918_023747","-2.2090","-121.0238","-2.0383","-2.2217","21.1014","-28.6320","3.0500","1.4300","null","null","null","80.7100","2395","4.3680",564906,592761,592407,445988,656371,516770,500743,621573,542932,621446,"56.1319","null","null","0.00",1,0,0,"null",24,"7","Slider",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2019-09-17","82.2","1.9289","6.2334","Eduardo Escobar",500871,592761,"field_out","hit_into_play",,,,,12,"Eduardo Escobar flies out to center fielder Jon Berti.  ","R","R","L","ARI","MIA","X",8,"fly_ball",2,2,2019,"1.2395","1.3709","1.0719","2.8773","null",606466,"null",1,1,"Bot","98.78","72.29",,,595751,,"190918_015742","-4.1562","-119.4739","-3.5227","12.2232","23.6393","-19.1463","3.3100","1.5400","307","80.7","32.6","80.4840","2251","5.2380",564906,592761,595751,445988,656371,516770,500743,621573,542932,621446,"55.2619","0.050","0.058","0.00",1,0,0,3,7,"7","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-09-16","83.2","-3.2033","5.6947","Eduardo Escobar",500871,641154,"home_run","hit_into_play_score",,,,,1,"Eduardo Escobar homers (35) on a fly ball to right field.  ","R","L","R","ARI","MIA","X","null","fly_ball",1,0,2019,"-1.4076","0.5444","-0.4744","2.6355","null","null","null",0,6,"Bot","234.27","87.94",,,595751,,"190917_032654","9.1519","-120.9442","-1.6563","-15.8133","23.0540","-26.6029","3.1100","1.4700","364","97.1","35.5","84.0180","1964","6.8320",564905,641154,595751,445988,516770,542932,500743,621573,621446,623912,"53.6672","0.208","0.425","2.00",1,0,3,3,44,"2","Changeup",2,0,2,0,0,2,2,0,"Standard","Standard"
"CH","2019-09-16","84.5","-3.4048","5.5915","Eduardo Escobar",500871,641154,"field_out","hit_into_play",,,,,11,"Eduardo Escobar grounds out, first baseman Martin Prado to pitcher Pablo Lopez.   Ketel Marte to 3rd.  ","R","L","R","ARI","MIA","X",3,"ground_ball",2,1,2019,"-1.4960","0.3130","-0.9424","3.0055","null",606466,"null",1,3,"Bot","151.85","157.27",,,595751,,"190917_023409","8.8235","-122.8324","-0.2719","-17.1023","24.7652","-29.1107","3.1100","1.4700","22","72.4","-7.0","85.0390","1996","6.7370",564905,641154,595751,445988,516770,542932,500743,621573,621446,623912,"53.7625","0.090","0.084","0.00",1,0,0,2,24,"4","Changeup",2,0,2,0,0,2,2,0,"Standard","Standard"
"FT","2019-09-16","93.6","-3.3170","5.5579","Eduardo Escobar",500871,641154,"single","hit_into_play_no_out",,,,,13,"Eduardo Escobar singles on a line drive to left fielder Austin Dean.   Wilmer Flores to 3rd.    Josh Rojas to 2nd.  ","R","L","R","ARI","MIA","X",7,"line_drive",1,0,2019,"-1.2963","0.6609","-0.9823","1.9540","null",527038,668942,1,1,"Bot","80.50","95.94",,,595751,,"190917_015420","8.9530","-136.0120","-5.0488","-18.1820","29.1263","-22.9965","3.1100","1.4700","222","92.3","13.2","94.1200","2045","6.6180",564905,641154,595751,445988,516770,542932,500743,621573,621446,623912,"53.8816","0.950","0.887","0.90",1,1,0,4,7,"2","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-09-15","89.0","-2.0393","5.4993","Eduardo Escobar",500871,628452,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out, shortstop Jose Peraza to first baseman Josh VanMeter.  ","R","L","R","ARI","CIN","X",6,"ground_ball",1,1,2019,"-1.4233","0.0485","-1.0777","1.6002","null","null","null",0,9,"Bot","135.38","164.18",,,571466,,"190915_230232","5.2244","-129.3878","-3.5937","-16.7651","26.6144","-31.1400","3.1200","1.4900","3","66.4","-31.7","88.1620","1898","5.7850",564904,628452,571466,642165,607468,553993,606299,640447,547179,606157,"54.7147","0.058","0.051","0.00",1,0,0,2,65,"3","Changeup",1,3,1,3,3,1,1,3,"Infield shift","Standard"
"KC","2019-09-15","80.6","-1.3719","5.7535","Eduardo Escobar",500871,545333,"strikeout","called_strike",,,,,5,"Eduardo Escobar called out on strikes.  ","R","L","R","ARI","CIN","S",2,"null",1,2,2019,"1.0485","-1.5016","-0.1317","1.8571","null",571875,606466,1,6,"Bot","null","null",,,571466,,"190915_221629","0.8161","-117.0140","0.8724","9.0150","25.7128","-45.8425","2.9791","1.3203","null","null","null","78.5460","2909","5.3510",564904,545333,571466,642165,607468,553993,606299,640447,547179,606157,"55.1481","null","null","0.00",1,0,0,"null",47,"4","Knuckle Curve",1,3,1,3,3,1,1,3,"Standard","Standard"
"FF","2019-09-15","92.5","-1.6083","5.4198","Eduardo Escobar",500871,545333,"field_out","hit_into_play",,,,,9,"Eduardo Escobar lines out sharply to right fielder Aristides Aquino.  ","R","L","R","ARI","CIN","X",9,"line_drive",2,2,2019,"-1.0878","1.0973","0.3501","1.4475","null","null","null",0,4,"Bot","174.01","62.66",,,571466,,"190915_211717","7.3828","-134.3852","-6.6992","-14.8315","29.6617","-17.5920","3.1200","1.4900","340","103.4","18.7","92.5430","2818","6.4460",564904,545333,571466,657434,642165,553993,606299,640447,547179,606157,"54.0538","0.568","0.712","0.00",1,0,0,5,27,"6","4-Seam Fastball",1,2,1,2,2,1,1,2,"Infield shift","Standard"
"FF","2019-09-15","92.6","-1.5400","5.5024","Eduardo Escobar",500871,545333,"strikeout","swinging_strike",,,,,2,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","CIN","S",2,"null",3,2,2019,"-0.7388","1.5908","0.1416","3.0955","null","null","null",2,1,"Bot","null","null",,,571466,,"190915_202659","5.9282","-134.6436","-3.7827","-10.3594","31.7501","-12.2141","3.1200","1.4900","null","null","null","92.4970","2710","6.4660",564904,545333,571466,657434,642165,553993,606299,640447,547179,606157,"54.0336","null","null","0.00",1,0,0,"null",7,"8","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"KC","2019-09-14","82.0","-1.7567","5.6090","Eduardo Escobar",500871,543101,"strikeout","called_strike",,,,,4,"Eduardo Escobar called out on strikes.  ","R","L","R","ARI","CIN","S",2,"null",1,2,2019,"0.8025","-0.8104","-0.6371","1.9792","null","null","null",1,7,"Bot","null","null",,,571466,,"190915_020202","0.9999","-119.4678","-0.1588","7.4132","22.0367","-40.0438","3.0627","1.4123","null","null","null","81.7240","1792","5.9400",564903,543101,571466,458015,607468,553993,606299,642165,547179,606157,"54.5596","null","null","0.00",1,0,0,"null",45,"5","Knuckle Curve",1,0,1,0,0,1,1,0,"Infield shift","Standard"
"FF","2019-09-14","94.7","-1.5833","5.7772","Eduardo Escobar",500871,543101,"field_out","hit_into_play",,,,,2,"Eduardo Escobar flies out to center fielder Michael Lorenzen.  ","R","L","R","ARI","CIN","X",8,"fly_ball",2,2,2019,"-0.8170","1.4788","0.2586","2.9345","null","null","null",1,4,"Bot","107.18","63.67",,,571466,,"190915_010946","6.6306","-137.7064","-5.0461","-11.8482","30.0838","-12.4596","3.1124","1.4700","323","89.8","39.9","94.7790","2319","6.3370",564903,543101,571466,458015,606299,553993,520471,642165,547179,606157,"54.1621","0.018","0.027","0.00",1,0,0,3,26,"5","4-Seam Fastball",1,0,1,0,0,1,1,0,"Infield shift","Standard"
"KC","2019-09-14","83.6","-1.7574","5.7471","Eduardo Escobar",500871,543101,"field_out","hit_into_play",,,,,7,"Eduardo Escobar flies out to center fielder Michael Lorenzen.  ","R","L","R","ARI","CIN","X",8,"fly_ball",0,0,2019,"0.3008","-0.1923","-0.2884","1.2564","null","null","null",2,1,"Bot","150.87","37.19",,,571466,,"190915_002504","2.7860","-121.6843","-3.5693","2.4440","22.6237","-33.6254","3.0416","1.3704","384","94.2","28.0","83.3500","2373","5.9910",564903,543101,571466,458015,606299,553993,520471,642165,547179,606157,"54.5084","0.245","0.406","0.00",1,0,0,3,8,"1","Knuckle Curve",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2019-09-13","95.7","-1.8090","5.8717","Eduardo Escobar",500871,547179,"single","hit_into_play_no_out",,,,,3,"Eduardo Escobar singles on a ground ball to right fielder Aristides Aquino.  ","R","L","R","ARI","CIN","X",9,"ground_ball",1,0,2019,"-0.2939","1.0690","0.6311","3.0832","null","null","null",2,7,"Bot","195.95","100.49",,,571466,,"190914_034548","6.9726","-139.1092","-4.0233","-5.2522","30.6804","-18.0259","3.1300","1.4800","72","86.5","4.0","94.3880","2623","5.5430",564902,547179,571466,458015,520471,553993,578428,642165,657434,606157,"54.9562","0.348","0.290","0.90",1,1,0,4,57,"2","Cutter",3,4,3,4,4,3,3,4,"Standard","Standard"
"CH","2019-09-13","88.2","-2.6173","5.0682","Eduardo Escobar",500871,622491,"single","hit_into_play_score",,,,,13,"Eduardo Escobar singles on a line drive to right fielder Aristides Aquino.   Alex Avila scores.    Ketel Marte to 3rd.  ","R","L","R","ARI","CIN","X",9,"line_drive",2,2,2019,"-1.4792","0.2632","-0.2008","1.2433","null",488671,606466,2,5,"Bot","168.59","75.30",,,571466,,"190914_031019","8.7033","-127.9867","-3.6683","-17.5780","25.6133","-28.8709","2.9917","1.4800","309","95.5","20.0","86.8700","2087","5.5320",564902,622491,571466,458015,520471,553993,578428,642165,657434,606157,"54.9679","0.312","0.351","0.90",1,1,0,4,42,"5","Changeup",1,4,1,4,4,1,1,4,"Strategic","Standard"
"FF","2019-09-13","97.3","-2.7116","5.3044","Eduardo Escobar",500871,622491,"field_out","hit_into_play",,,,,6,"Eduardo Escobar pops out to shortstop Jose Iglesias.  ","R","L","R","ARI","CIN","X",6,"popup",2,1,2019,"-1.3076","0.9253","0.7174","2.3678","null","null","null",1,4,"Bot","132.43","114.62",,,571466,,"190914_023401","11.7758","-141.0108","-4.2628","-19.4086","31.1819","-19.6049","3.3400","1.5600","205","62.3","38.1","95.1550","2188","5.2120",564902,622491,571466,458015,520471,553993,578428,642165,657434,606157,"55.2880","0.500","0.444","0.00",1,0,0,3,27,"4","4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shift","Standard"
"FT","2019-09-13","98.0","-2.8101","5.3156","Eduardo Escobar",500871,622491,"field_out","hit_into_play",,,,,8,"Eduardo Escobar flies out sharply to left fielder Josh VanMeter.  ","R","L","R","ARI","CIN","X",7,"fly_ball",0,0,2019,"-1.5382","0.4075","0.1655","1.8255","null","null",668942,1,1,"Bot","61.75","58.40",,,571466,,"190914_014948","11.2924","-142.1273","-4.7589","-22.8580","31.9807","-25.9711","3.3400","1.5600","363","100.4","37.1","96.4880","2011","5.5710",564902,622491,571466,458015,520471,553993,578428,642165,657434,606157,"54.9287","0.278","0.493","0.00",1,0,0,5,7,"1","2-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2019-09-12","89.6","-1.9552","5.5635","Eduardo Escobar",500871,607391,"force_out","hit_into_play",,,,,2,"Eduardo Escobar grounds into a force out, fielded by shortstop Amed Rosario.   Abraham Almonte out at 2nd.  ","R","L","R","NYM","ARI","X",6,"ground_ball",0,2,2019,"0.3685","0.5504","0.2304","2.8050",502481,545121,501659,2,7,"Top","110.32","153.24",,,621512,,"190912_195707","4.6362","-130.5818","-2.0822","3.4256","23.6447","-25.6098","3.1200","1.4700","51","75.0","2.6","90.4120","2401","6.3890",566060,607391,621512,624413,605412,641645,642708,434658,501571,624424,"54.1102","0.195","0.173","0.00",1,0,0,2,60,"4","Cutter",10,1,1,10,1,10,1,10,"Standard","Standard"
"SL","2019-09-12","85.1","-1.5276","5.4602","Eduardo Escobar",500871,573186,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","NYM","ARI","S",2,"null",1,2,2019,"0.8167","-0.1098","0.8060","1.2462","null","null","null",1,6,"Top","null","null",,,621512,,"190912_191635","3.8286","-123.7557","-3.3264","7.4092","23.8917","-32.8811","3.1200","1.4700","null","null","null","83.8550","3069","5.4310",566060,573186,621512,624413,429664,641645,642708,605204,501571,624424,"55.0685","null","null","0.00",1,0,0,"null",48,"4","Slider",10,0,0,10,0,10,0,10,"Standard","Standard"
"FC","2019-09-12","90.0","-1.3530","5.4609","Eduardo Escobar",500871,573186,"field_out","hit_into_play",,,,,3,"Eduardo Escobar pops out to shortstop Amed Rosario.  ","R","L","R","NYM","ARI","X",6,"popup",1,1,2019,"0.0544","0.5674","0.2920","2.6945","null",668942,"null",2,3,"Top","103.72","155.27",,,621512,,"190912_180045","3.9372","-131.0194","-2.0894","-0.1831","26.6518","-25.5384","3.1600","1.4900","175","69.6","53.3","89.4960","2973","5.8640",566060,573186,621512,624413,429664,453943,642708,605204,501571,624424,"54.6381","0.125","0.111","0.00",1,0,0,3,21,"3","Cutter",1,0,0,1,0,1,0,1,"Standard","Standard"
"FT","2019-09-12","90.4","-1.4902","5.5351","Eduardo Escobar",500871,573186,"field_out","hit_into_play",,,,,13,"Eduardo Escobar lines out to left fielder J.  D. Davis.  ","R","L","R","NYM","ARI","X",7,"line_drive",2,1,2019,"-0.9123","0.2317","-0.4070","1.2984","null","null",668942,1,1,"Top","59.53","94.82",,,621512,,"190912_171530","4.5840","-131.6418","-5.1536","-11.4089","24.4628","-28.7407","3.1600","1.4900","329","91.6","34.8","90.3740","2112","5.9560",566060,573186,621512,624413,429664,453943,642708,605204,501571,624424,"54.5438","0.085","0.140","0.00",1,0,0,3,3,"4","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"null","2019-09-11","null","null","null","Eduardo Escobar",500871,571927,"single","hit_into_play_no_out",,,,,"null","Eduardo Escobar singles on a fly ball to right fielder Brandon Nimmo.  ","R","R","L","NYM","ARI","X",9,"fly_ball",1,2,2019,"null","null","null","null","null","null","null",0,6,"Top","180.69","137.73",,,"null",,"null","null","null","null","null","null","null","null","null","null","71.0","36.0","null","null","null",566059,571927,"null","null","null","null","null","null","null","null","null","0.432","0.421","0.90",1,1,0,3,47,"4","",7,0,0,7,0,7,0,7,"null","null"
"SI","2019-09-11","93.1","1.6849","5.6660","Eduardo Escobar",500871,571927,"field_out","hit_into_play",,,,,2,"Eduardo Escobar grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.   Ketel Marte to 3rd.  ","R","R","L","NYM","ARI","X",4,"ground_ball",2,2,2019,"1.4076","0.7499","0.1433","2.9943","null",606466,"null",1,3,"Top","122.52","151.71",,,467092,,"190912_001733","-7.0336","-135.3720","-2.7389","18.8018","28.3868","-22.5766","3.1600","1.4800","13","94.7","-12.5","93.2100","2147","6.3080",566059,571927,467092,624413,643446,453943,642708,605204,501571,607043,"54.1916","0.215","0.183","0.00",1,0,0,2,25,"5","Sinker",6,0,0,6,0,6,0,6,"Standard","Standard"
"CH","2019-09-11","85.2","1.7088","5.6646","Eduardo Escobar",500871,571927,"field_out","hit_into_play",,,,,9,"Eduardo Escobar lines out sharply to left fielder J.  D. Davis.  ","R","R","L","NYM","ARI","X",7,"line_drive",0,0,2019,"1.5837","-0.0049","0.5266","2.0849","null","null",641796,1,1,"Top","70.15","74.89",,,467092,,"190911_231413","-5.9169","-123.9269","-2.1207","17.4025","23.2009","-32.0365","3.3400","1.5600","321","103.0","16.6","85.2140","2272","6.1800",566059,571927,467092,624413,643446,453943,642708,605204,501571,607043,"54.3193","0.550","0.636","0.00",1,0,0,5,3,"1","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2019-09-10","91.5","-3.5976","5.8632","Eduardo Escobar",500871,542960,"home_run","hit_into_play_score",,,,,4,"Eduardo Escobar homers (34) on a fly ball to center field.  ","R","L","R","NYM","ARI","X","null","fly_ball",0,2,2019,"0.1094","0.8661","-0.3997","2.5222","null","null","null",1,8,"Top","83.66","35.97",,,467092,,"190911_013658","7.7004","-133.0167","-4.3704","-0.0884","23.5046","-21.5469","3.1300","1.4700","397","101.1","22.5","90.5850","2402","5.3960",566058,542960,467092,624413,429664,453943,642708,643446,607043,624424,"55.1036","0.638","0.887","2.00",1,0,3,5,58,"3","Cutter",3,1,1,3,1,3,1,3,"Strategic","Standard"
"CH","2019-09-10","87.9","-1.5639","5.7850","Eduardo Escobar",500871,554430,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to right fielder Michael Conforto.  ","R","L","R","NYM","ARI","X",9,"fly_ball",0,0,2019,"-0.8411","1.0112","-0.0185","2.6119","null","null","null",0,6,"Top","171.07","71.91",,,467092,,"190911_010115","5.5589","-127.9369","-3.7355","-10.5012","26.2103","-20.3474","3.3400","1.5600","319","89.7","40.7","88.6540","1708","6.7310",566058,554430,467092,624413,429664,453943,642708,643446,607043,624424,"53.7689","0.018","0.016","0.00",1,0,0,3,43,"1","Changeup",3,1,1,3,1,3,1,3,"Standard","Standard"
